nb_candidats_g,taux_de_reussite_g,taux_d_acces_6eme_3eme,nb_mentions_g,ips,ecart_type_de_l_ips
152,86.0,94.0,100,80.6,26.8
152,74.0,89.0,71,74.1,20.8
147,86.0,97.0,95,102.3,30.3
163,83.0,92.0,94,89.1,27.0
174,81.0,91.0,100,72.5,22.8
85,75.0,92.0,42,77.6,22.9
112,89.0,96.0,74,94.9,36.7
150,86.0,92.0,91,82.8,23.9
173,94.0,93.0,135,97.3,37.3
158,76.0,92.0,77,78.1,20.4
148,99.0,87.0,117,111.8,29.1
117,77.0,85.0,55,75.9,19.8
207,83.0,86.0,76,84.3,30.5
152,80.0,90.0,65,89.9,29.4
121,76.0,94.0,65,84.8,29.7
188,90.0,91.0,132,90.7,35.7
85,85.0,86.0,57,77.2,27.6
143,89.0,94.0,87,91.3,25.8
109,79.0,88.0,59,92.2,33.2
84,81.0,86.0,50,74.8,19.9
92,82.0,88.0,62,100.2,41.5
139,78.0,94.0,72,88.3,25.4
162,95.0,95.0,125,111.3,36.6
78,88.0,86.0,50,103.3,34.8
196,95.0,96.0,155,113.1,38.8
96,76.0,97.0,49,95.8,30.3
83,89.0,90.0,50,80.7,24.1
94,76.0,87.0,49,76.8,27.5
76,99.0,90.0,64,120.7,27.4
129,86.0,86.0,73,102.4,34.2
62,76.0,92.0,24,95.7,33.0
154,83.0,91.0,102,86.8,25.2
99,92.0,90.0,59,85.3,24.9
119,76.0,90.0,66,84.0,26.1
94,87.0,88.0,61,90.6,30.4
108,88.0,98.0,67,106.0,38.2
109,79.0,91.0,59,82.5,23.2
143,84.0,91.0,85,90.9,31.4
88,85.0,85.0,50,78.5,21.1
121,83.0,98.0,65,92.0,31.4
182,89.0,98.0,119,113.3,33.8
98,85.0,94.0,64,84.8,29.5
117,78.0,92.0,55,87.8,27.6
153,93.0,95.0,122,109.8,32.4
75,83.0,90.0,42,91.5,30.6
48,100.0,98.0,47,129.6,28.4
227,100.0,96.0,225,145.5,20.1
133,99.0,87.0,123,135.0,24.9
138,100.0,96.0,137,146.9,18.1
32,66.0,79.0,17,130.2,29.2
105,66.0,95.0,47,75.1,21.6
125,94.0,91.0,94,115.0,36.0
134,83.0,90.0,69,88.7,30.0
141,99.0,89.0,123,133.5,27.2
175,100.0,92.0,162,136.2,24.9
125,100.0,95.0,120,126.6,31.0
147,96.0,91.0,119,109.6,28.6
57,100.0,86.0,54,127.5,26.4
183,91.0,95.0,130,88.6,28.9
171,83.0,91.0,96,81.2,30.1
129,90.0,93.0,84,105.5,35.3
197,78.0,86.0,113,103.1,36.3
123,83.0,90.0,77,72.1,25.0
77,94.0,92.0,47,101.9,32.8
159,79.0,89.0,84,88.9,28.4
149,97.0,95.0,120,123.9,32.3
168,90.0,95.0,106,114.7,31.0
132,83.0,87.0,81,101.6,34.9
123,91.0,89.0,74,88.0,28.1
103,89.0,88.0,65,103.4,33.6
137,92.0,95.0,101,118.0,35.2
107,92.0,93.0,77,117.8,38.0
115,90.0,86.0,81,101.2,31.6
60,92.0,87.0,37,122.2,27.9
120,90.0,99.0,85,114.7,32.8
119,97.0,98.0,98,124.0,32.6
120,96.0,90.0,96,113.2,35.5
149,93.0,95.0,112,114.2,35.3
113,81.0,96.0,71,106.2,30.4
137,91.0,92.0,102,80.1,31.5
66,83.0,96.0,45,98.8,27.4
147,95.0,91.0,124,105.4,30.3
71,100.0,84.0,64,115.0,27.4
125,90.0,95.0,87,96.2,29.0
56,80.0,95.0,33,79.7,23.1
115,88.0,93.0,84,96.9,26.4
179,85.0,95.0,127,93.1,30.1
69,90.0,99.0,47,84.0,30.1
139,88.0,95.0,74,90.4,28.6
46,98.0,84.0,35,92.7,29.5
50,94.0,87.0,31,95.0,30.0
57,89.0,93.0,29,81.1,27.4
71,97.0,89.0,52,96.7,29.4
150,100.0,87.0,124,124.6,23.3
80,84.0,90.0,39,92.7,27.8
98,90.0,95.0,54,92.6,31.8
41,100.0,91.0,37,110.9,27.3
85,82.0,85.0,43,82.1,25.4
61,85.0,88.0,22,85.7,24.9
45,96.0,98.0,26,79.6,23.9
99,96.0,79.0,54,109.6,34.1
168,100.0,90.0,160,129.7,24.1
101,100.0,88.0,92,120.0,28.6
194,79.0,92.0,87,84.1,30.6
113,85.0,93.0,32,71.6,26.2
114,86.0,82.0,61,78.8,28.1
90,84.0,91.0,54,83.7,29.0
187,81.0,80.0,64,78.1,22.3
131,79.0,86.0,55,96.5,31.6
67,55.0,91.0,19,71.6,16.7
166,59.0,91.0,38,70.7,23.1
101,96.0,90.0,79,73.3,26.6
130,88.0,91.0,93,82.3,30.2
99,72.0,96.0,53,82.2,28.7
197,85.0,93.0,137,87.5,31.1
104,91.0,90.0,80,78.6,28.5
201,88.0,88.0,143,86.0,30.4
145,99.0,91.0,127,126.3,31.0
218,91.0,94.0,167,101.5,39.0
93,83.0,96.0,59,77.6,24.1
148,83.0,94.0,95,78.6,25.8
188,76.0,93.0,107,77.9,26.6
160,86.0,94.0,124,88.0,31.6
128,73.0,88.0,73,91.3,35.4
210,85.0,93.0,132,88.8,33.6
89,85.0,91.0,58,71.0,20.9
128,75.0,93.0,67,68.3,18.2
399,69.0,95.0,135,72.5,25.2
371,77.0,94.0,178,64.3,16.6
299,39.0,95.0,59,66.8,18.5
200,84.0,93.0,115,90.2,26.5
210,63.0,94.0,71,81.9,31.5
66,77.0,96.0,42,105.4,30.2
106,90.0,94.0,76,102.7,29.3
204,84.0,93.0,129,106.6,37.7
182,95.0,93.0,138,119.9,34.1
159,95.0,97.0,137,130.3,34.7
196,96.0,97.0,174,124.3,33.8
127,94.0,98.0,103,112.8,32.3
98,90.0,89.0,63,103.6,34.2
96,91.0,93.0,69,92.9,32.3
60,83.0,92.0,41,97.4,34.1
91,91.0,90.0,63,104.2,31.3
89,91.0,93.0,68,113.3,31.1
43,93.0,87.0,33,107.7,28.0
80,100.0,86.0,76,137.3,27.2
103,91.0,92.0,76,111.2,37.6
136,81.0,92.0,74,99.7,31.6
166,82.0,89.0,93,87.7,26.4
111,89.0,94.0,85,130.8,37.0
132,95.0,88.0,111,101.9,33.9
100,88.0,81.0,72,98.1,37.7
172,100.0,91.0,168,135.4,24.8
93,76.0,92.0,42,78.0,27.8
63,89.0,96.0,48,97.0,31.0
163,93.0,88.0,139,118.0,36.2
115,81.0,93.0,57,82.7,27.2
163,94.0,91.0,139,128.9,34.6
198,96.0,94.0,166,133.6,33.4
67,99.0,76.0,63,135.8,24.5
185,99.0,93.0,175,130.6,27.5
246,100.0,92.0,246,139.9,20.9
99,87.0,91.0,69,108.9,31.1
86,86.0,82.0,51,127.4,30.2
85,89.0,95.0,59,113.3,32.7
93,89.0,95.0,69,108.7,36.4
131,74.0,89.0,70,95.0,33.3
74,96.0,92.0,52,96.4,30.6
169,83.0,93.0,116,78.2,26.9
168,98.0,90.0,151,135.7,36.5
201,97.0,92.0,179,135.1,34.7
121,94.0,91.0,100,109.9,34.6
162,97.0,94.0,131,97.1,34.5
112,82.0,76.0,61,67.7,21.9
115,100.0,89.0,103,116.7,26.2
52,94.0,78.0,38,109.3,26.6
63,97.0,79.0,54,105.1,25.1
124,93.0,86.0,98,123.2,28.9
52,90.0,75.0,40,114.5,21.2
77,84.0,88.0,52,87.2,30.5
204,91.0,86.0,154,118.4,34.5
106,74.0,87.0,61,90.1,26.6
95,85.0,81.0,55,82.7,27.7
115,87.0,88.0,84,90.5,31.3
119,85.0,89.0,76,106.4,30.3
87,100.0,92.0,83,117.8,28.0
112,96.0,95.0,91,107.4,31.9
131,98.0,90.0,115,133.7,41.3
109,99.0,90.0,95,117.4,44.3
92,100.0,71.0,88,96.6,40.0
144,100.0,94.0,130,108.4,25.9
99,99.0,90.0,92,129.5,27.5
152,100.0,97.0,150,113.3,28.5
108,93.0,97.0,86,100.6,23.3
63,100.0,91.0,59,105.6,27.2
39,100.0,100.0,33,97.3,19.4
64,98.0,85.0,51,121.1,29.6
49,94.0,87.0,37,78.8,28.9
137,94.0,91.0,111,106.9,32.5
135,97.0,96.0,117,110.2,33.6
40,90.0,93.0,31,85.3,25.5
197,95.0,91.0,167,115.1,36.7
172,93.0,90.0,141,115.7,31.5
123,98.0,93.0,106,124.9,36.2
100,90.0,94.0,76,91.8,35.9
36,92.0,98.0,29,95.3,26.5
64,95.0,95.0,50,99.3,26.7
41,93.0,96.0,29,87.2,29.4
117,91.0,88.0,87,98.8,32.8
47,91.0,89.0,32,91.4,28.8
47,96.0,94.0,39,97.2,28.0
124,91.0,89.0,96,97.6,32.8
71,97.0,94.0,53,102.7,28.0
55,100.0,81.0,52,126.0,30.6
108,100.0,85.0,100,133.0,26.2
80,96.0,93.0,60,128.9,31.0
139,86.0,91.0,90,99.0,33.2
147,88.0,91.0,102,113.5,33.1
90,86.0,95.0,68,104.8,32.4
35,89.0,89.0,25,95.6,29.0
130,92.0,88.0,104,116.4,38.7
161,94.0,88.0,138,113.2,40.4
190,100.0,89.0,182,104.9,26.8
109,95.0,83.0,86,114.0,28.1
216,100.0,89.0,209,121.1,31.7
50,98.0,96.0,35,104.5,24.8
109,97.0,82.0,83,110.8,28.8
167,99.0,90.0,152,118.7,27.0
140,98.0,89.0,132,124.4,30.4
77,97.0,91.0,69,94.2,32.2
125,100.0,94.0,119,103.4,26.0
62,100.0,96.0,58,103.0,27.8
112,99.0,89.0,101,111.8,27.6
101,95.0,97.0,77,98.7,25.1
138,96.0,92.0,123,122.3,34.0
105,98.0,97.0,92,110.0,29.8
85,95.0,97.0,68,110.8,30.7
61,89.0,90.0,43,105.3,30.6
78,94.0,98.0,53,88.1,29.3
37,84.0,93.0,24,93.9,28.2
126,98.0,98.0,106,105.4,31.5
80,96.0,95.0,63,93.2,33.0
33,97.0,83.0,30,100.5,21.7
98,92.0,92.0,73,83.1,27.4
81,99.0,92.0,71,110.4,27.2
115,91.0,97.0,82,113.5,31.3
103,92.0,97.0,75,108.0,32.6
76,92.0,92.0,46,83.4,25.4
129,89.0,93.0,90,95.8,29.1
113,87.0,88.0,69,78.1,30.3
180,83.0,90.0,117,96.5,33.0
95,87.0,83.0,63,83.2,32.4
94,98.0,86.0,76,96.7,33.9
93,88.0,93.0,52,88.1,30.5
54,89.0,88.0,42,78.4,27.4
109,95.0,91.0,79,98.8,35.3
101,91.0,97.0,72,106.8,30.0
132,97.0,85.0,119,100.4,37.5
74,100.0,95.0,67,120.5,35.2
75,97.0,79.0,61,119.9,29.5
231,98.0,95.0,217,129.7,27.4
328,100.0,94.0,324,131.0,27.9
50,74.0,91.0,24,67.0,19.4
187,83.0,92.0,118,77.1,26.3
137,89.0,94.0,100,117.3,32.4
77,78.0,89.0,49,88.7,33.5
99,97.0,91.0,82,101.4,30.7
105,81.0,84.0,59,72.9,25.7
34,88.0,97.0,27,94.0,27.5
160,99.0,95.0,149,124.6,36.7
145,97.0,88.0,114,87.1,31.6
81,88.0,92.0,49,114.3,36.8
75,97.0,95.0,64,111.0,32.2
124,89.0,93.0,88,97.7,31.1
105,93.0,92.0,84,104.5,36.8
101,85.0,82.0,53,82.6,25.1
68,94.0,95.0,54,90.6,32.2
150,95.0,96.0,115,115.9,34.7
136,81.0,90.0,88,78.3,29.3
74,86.0,92.0,47,85.1,27.2
136,100.0,94.0,129,129.2,25.2
61,100.0,88.0,60,121.0,31.6
159,100.0,94.0,146,142.2,23.1
152,99.0,93.0,142,116.1,28.4
192,98.0,93.0,171,115.4,28.1
205,100.0,86.0,188,131.5,27.5
61,98.0,86.0,56,106.9,25.2
240,100.0,86.0,212,116.4,29.4
83,92.0,72.0,47,112.5,30.0
263,99.0,87.0,205,101.5,30.7
172,97.0,95.0,147,112.6,35.1
154,96.0,93.0,123,92.1,33.5
73,93.0,83.0,58,81.4,31.0
104,88.0,93.0,74,111.3,37.0
132,100.0,94.0,126,105.1,33.1
129,88.0,92.0,86,90.2,28.3
67,75.0,82.0,31,69.0,25.0
117,92.0,94.0,92,109.3,35.3
73,93.0,81.0,49,85.3,29.8
131,78.0,83.0,65,72.3,20.9
135,86.0,95.0,85,79.9,27.5
60,98.0,95.0,55,104.2,32.5
108,94.0,95.0,85,99.9,31.7
77,92.0,93.0,52,81.7,25.7
103,93.0,92.0,77,87.8,29.3
55,85.0,89.0,39,88.8,35.8
99,78.0,83.0,60,90.7,39.1
230,90.0,92.0,169,112.8,36.3
44,55.0,94.0,18,83.5,25.7
214,98.0,82.0,190,98.7,30.1
202,100.0,90.0,188,123.2,31.1
63,100.0,86.0,59,106.6,28.6
46,100.0,77.0,35,91.9,28.5
140,99.0,90.0,130,126.6,29.5
206,100.0,92.0,195,125.8,27.5
195,100.0,89.0,188,122.2,31.1
83,88.0,96.0,52,86.2,26.3
140,88.0,94.0,88,105.0,32.1
102,79.0,93.0,61,97.5,28.2
141,99.0,85.0,122,113.2,29.0
207,92.0,84.0,165,116.7,26.9
127,84.0,88.0,85,96.1,32.8
144,86.0,95.0,98,99.3,29.4
136,88.0,92.0,103,114.7,35.3
215,88.0,97.0,168,100.6,28.5
75,95.0,74.0,65,126.0,33.8
143,80.0,91.0,87,83.6,29.0
146,82.0,92.0,102,103.0,27.8
117,88.0,92.0,87,93.2,29.3
84,96.0,96.0,67,119.8,33.2
164,84.0,100.0,106,112.2,27.9
127,91.0,95.0,98,110.6,28.6
38,97.0,88.0,31,103.1,24.0
49,96.0,96.0,34,94.4,27.2
65,94.0,94.0,50,87.3,29.3
51,100.0,95.0,46,113.3,28.9
60,97.0,84.0,47,109.2,25.7
57,96.0,78.0,42,111.8,27.0
186,98.0,94.0,164,94.2,31.4
89,88.0,91.0,51,75.9,22.3
106,92.0,96.0,74,94.6,31.7
132,87.0,93.0,90,90.6,28.4
124,98.0,97.0,105,107.1,33.2
68,100.0,81.0,55,75.7,27.7
73,85.0,91.0,39,62.8,17.1
104,88.0,94.0,70,94.5,31.8
88,91.0,90.0,55,103.1,33.8
144,88.0,90.0,96,78.5,23.8
85,91.0,97.0,53,89.7,32.3
79,92.0,93.0,56,83.2,28.8
143,91.0,92.0,91,90.6,30.3
95,79.0,89.0,46,78.8,24.3
136,87.0,91.0,88,90.7,29.5
94,99.0,88.0,84,123.8,28.3
32,97.0,76.0,28,100.5,29.8
37,100.0,73.0,34,111.2,23.0
70,100.0,82.0,67,105.6,26.5
42,100.0,85.0,40,107.3,25.5
62,100.0,88.0,57,118.4,27.3
83,92.0,95.0,55,80.7,25.7
114,82.0,84.0,64,77.1,26.1
77,97.0,94.0,56,76.1,23.6
147,90.0,94.0,100,94.4,32.9
135,92.0,96.0,96,100.0,32.1
90,94.0,91.0,59,96.6,39.2
109,76.0,93.0,56,79.3,27.0
101,88.0,97.0,67,98.3,30.4
101,92.0,89.0,61,88.5,30.2
37,65.0,85.0,18,94.8,23.3
130,89.0,92.0,94,116.1,40.4
123,94.0,91.0,93,122.6,35.8
98,97.0,91.0,84,112.8,32.2
142,97.0,82.0,109,112.6,31.0
87,72.0,79.0,42,70.5,26.3
120,71.0,82.0,63,95.9,33.6
122,69.0,79.0,58,67.8,21.5
154,93.0,93.0,117,108.3,33.4
58,97.0,90.0,45,106.5,32.3
52,98.0,91.0,46,117.4,32.1
33,100.0,91.0,29,102.7,30.3
81,98.0,92.0,70,102.3,33.5
44,100.0,92.0,43,98.1,22.2
67,97.0,90.0,58,105.4,25.0
99,100.0,92.0,91,115.5,23.9
52,100.0,91.0,48,98.0,32.2
180,91.0,84.0,138,96.4,40.2
165,85.0,88.0,123,104.4,33.7
73,89.0,95.0,59,105.2,30.2
116,84.0,85.0,72,83.1,31.7
101,91.0,86.0,74,83.7,27.9
193,100.0,88.0,169,116.3,33.3
105,89.0,89.0,76,107.9,35.5
100,99.0,92.0,90,108.9,32.7
110,99.0,90.0,90,124.3,29.9
49,98.0,96.0,44,108.3,32.6
100,80.0,89.0,67,89.9,34.6
52,88.0,90.0,38,91.9,31.3
46,96.0,88.0,38,105.0,27.4
116,92.0,93.0,97,116.4,37.3
106,97.0,89.0,93,115.3,32.1
128,90.0,90.0,102,101.1,31.6
117,98.0,84.0,107,116.8,26.8
110,95.0,90.0,83,112.2,28.1
112,82.0,90.0,68,68.7,16.7
273,100.0,91.0,258,121.4,28.0
143,99.0,95.0,123,116.5,27.7
157,91.0,91.0,126,101.4,31.6
186,92.0,94.0,140,102.5,30.9
100,97.0,93.0,83,116.4,32.1
136,83.0,95.0,93,107.7,29.0
94,100.0,85.0,91,123.9,27.8
161,97.0,95.0,138,106.3,31.6
146,92.0,92.0,111,106.5,32.7
102,94.0,93.0,90,106.8,34.5
187,93.0,95.0,148,106.4,34.1
162,90.0,88.0,115,90.0,35.3
170,100.0,73.0,151,127.8,30.5
64,97.0,96.0,60,108.1,34.7
167,85.0,88.0,104,73.2,25.4
67,99.0,97.0,59,115.8,34.3
201,89.0,87.0,153,110.1,43.9
133,86.0,92.0,95,95.2,36.8
106,93.0,86.0,76,105.1,35.1
136,92.0,95.0,104,112.2,35.6
54,91.0,94.0,41,107.3,33.7
75,88.0,93.0,60,117.2,33.4
121,89.0,83.0,85,72.2,22.3
109,88.0,86.0,78,101.7,36.1
117,100.0,92.0,115,129.3,32.0
33,76.0,61.0,16,99.3,31.5
111,77.0,89.0,69,85.1,27.5
115,81.0,90.0,67,67.9,19.9
126,94.0,93.0,96,96.7,31.1
61,93.0,100.0,47,84.1,27.9
170,99.0,94.0,161,133.2,31.7
108,82.0,91.0,67,85.2,31.9
107,77.0,87.0,63,85.0,32.5
120,98.0,97.0,105,114.8,33.3
68,97.0,93.0,52,104.4,30.6
141,91.0,94.0,112,113.5,32.0
97,88.0,81.0,68,93.5,35.6
96,100.0,91.0,91,124.1,29.2
40,98.0,94.0,35,103.8,28.9
91,95.0,96.0,69,103.9,26.7
164,87.0,92.0,121,119.0,37.6
132,76.0,86.0,80,95.4,37.4
208,92.0,90.0,148,102.7,39.7
109,87.0,83.0,76,76.6,22.9
133,83.0,83.0,84,67.3,19.6
132,83.0,90.0,75,88.7,31.3
158,84.0,94.0,105,97.2,33.2
148,80.0,92.0,103,121.9,36.9
156,83.0,94.0,100,100.4,37.8
129,91.0,85.0,95,121.7,41.7
216,93.0,95.0,170,118.3,33.2
93,100.0,97.0,85,112.8,29.1
84,100.0,90.0,84,140.2,22.0
143,100.0,93.0,142,129.5,28.2
190,97.0,92.0,166,124.0,29.2
147,96.0,96.0,122,125.8,32.9
142,85.0,93.0,100,117.1,36.1
208,95.0,96.0,177,124.8,34.1
109,88.0,91.0,78,83.9,32.2
181,98.0,90.0,159,124.7,34.0
112,81.0,93.0,64,87.5,26.9
102,86.0,89.0,68,88.8,28.6
34,88.0,98.0,18,101.7,33.0
42,83.0,98.0,25,92.5,29.7
63,86.0,91.0,42,105.4,32.6
107,93.0,96.0,79,109.3,31.4
33,91.0,97.0,25,93.8,28.2
91,86.0,93.0,59,96.4,28.3
71,87.0,91.0,52,90.4,30.5
57,100.0,94.0,48,106.7,30.8
67,96.0,99.0,54,100.2,29.8
97,94.0,92.0,76,105.7,32.7
63,89.0,91.0,41,99.7,30.7
74,97.0,98.0,62,97.8,26.9
114,98.0,98.0,101,124.5,33.5
77,82.0,90.0,40,79.2,26.4
109,94.0,92.0,76,99.7,30.1
85,98.0,93.0,67,105.8,30.1
59,73.0,83.0,29,77.7,25.3
40,92.0,43.0,20,99.0,25.5
71,99.0,92.0,63,95.8,29.8
111,95.0,94.0,89,101.4,32.7
52,94.0,95.0,32,92.5,27.2
58,97.0,100.0,42,104.0,30.7
75,92.0,96.0,56,94.1,30.0
63,81.0,93.0,38,87.2,28.1
46,100.0,86.0,41,101.2,24.9
78,97.0,82.0,64,97.2,27.0
118,98.0,89.0,101,111.4,33.9
74,82.0,92.0,44,78.3,25.0
92,80.0,90.0,42,96.6,36.7
69,91.0,87.0,49,89.5,27.4
58,100.0,94.0,56,98.6,29.7
89,90.0,92.0,63,101.8,28.9
146,85.0,85.0,99,101.7,40.4
58,93.0,93.0,46,94.4,34.5
104,99.0,95.0,91,112.1,29.5
36,100.0,95.0,33,107.0,28.1
162,86.0,92.0,117,99.6,32.2
132,93.0,93.0,103,116.0,30.3
73,97.0,92.0,60,125.5,32.7
145,79.0,94.0,79,78.6,31.8
137,87.0,87.0,99,110.9,34.3
192,90.0,95.0,147,110.3,33.4
123,92.0,94.0,97,112.8,33.7
201,85.0,93.0,130,110.8,35.9
195,96.0,95.0,168,123.5,31.6
51,100.0,88.0,46,113.3,31.9
101,94.0,90.0,81,116.1,38.4
118,99.0,91.0,112,123.9,29.4
68,97.0,84.0,60,129.1,27.4
198,100.0,97.0,184,125.5,29.2
188,88.0,88.0,134,100.8,38.0
157,100.0,95.0,151,122.0,28.1
210,81.0,87.0,131,103.9,35.5
115,100.0,90.0,109,126.2,28.1
151,93.0,95.0,127,114.4,32.0
128,83.0,88.0,75,105.3,33.6
107,97.0,98.0,97,118.6,36.9
102,94.0,88.0,91,124.8,29.1
52,98.0,88.0,48,157.7,23.7
115,85.0,86.0,88,100.1,33.6
139,84.0,91.0,102,102.5,41.5
84,69.0,86.0,42,80.0,31.8
95,62.0,87.0,47,105.4,41.6
83,77.0,95.0,46,92.4,36.8
137,82.0,93.0,89,121.2,38.2
125,83.0,87.0,89,104.6,40.8
198,96.0,91.0,177,144.1,35.1
107,90.0,83.0,80,99.5,35.8
110,95.0,82.0,89,125.4,40.6
116,98.0,93.0,104,143.9,33.0
94,99.0,96.0,85,138.4,38.3
111,93.0,89.0,88,124.3,40.7
104,86.0,84.0,69,109.0,42.2
111,96.0,96.0,92,126.2,39.2
87,89.0,85.0,66,129.8,36.0
118,76.0,86.0,72,92.4,29.9
173,92.0,93.0,149,147.5,30.0
193,95.0,92.0,163,135.3,35.4
208,90.0,94.0,167,125.5,42.5
201,88.0,94.0,144,124.0,39.0
77,90.0,84.0,54,126.6,42.6
125,100.0,87.0,125,147.2,17.6
242,100.0,95.0,236,142.0,22.2
151,100.0,94.0,151,136.6,21.8
133,100.0,78.0,133,139.6,20.4
103,97.0,87.0,93,126.2,34.0
118,100.0,91.0,107,125.8,31.2
145,87.0,82.0,104,106.8,38.1
98,99.0,92.0,97,144.8,16.6
34,100.0,75.0,32,125.9,26.9
49,94.0,67.0,43,126.9,26.6
78,96.0,86.0,63,93.4,33.7
92,95.0,85.0,70,90.1,31.1
132,95.0,94.0,92,95.8,33.5
151,89.0,94.0,100,93.0,29.1
115,95.0,91.0,94,96.6,30.7
39,95.0,89.0,36,110.7,28.9
122,83.0,91.0,70,101.7,29.3
67,73.0,77.0,28,69.3,18.8
98,85.0,90.0,61,101.9,36.1
113,90.0,96.0,81,100.4,32.7
221,94.0,92.0,182,115.2,44.3
54,78.0,97.0,28,83.1,23.4
84,99.0,95.0,66,96.1,31.7
122,93.0,94.0,94,111.0,32.4
79,90.0,96.0,49,90.8,26.9
121,92.0,95.0,80,92.3,31.3
95,92.0,86.0,69,72.7,20.9
184,81.0,96.0,102,84.2,28.8
103,92.0,96.0,70,91.6,37.2
128,85.0,94.0,85,110.2,32.8
151,91.0,98.0,110,114.5,31.8
91,100.0,98.0,88,138.4,23.2
153,95.0,96.0,122,101.8,24.0
130,88.0,92.0,90,95.3,32.7
45,98.0,92.0,38,96.4,26.1
104,93.0,85.0,94,113.4,28.6
99,100.0,72.0,94,131.2,27.5
30,93.0,89.0,19,101.3,25.0
45,84.0,93.0,29,95.8,25.9
117,82.0,93.0,74,80.5,30.7
124,86.0,82.0,94,108.7,34.8
150,73.0,88.0,73,84.7,33.0
114,100.0,93.0,109,130.8,27.1
123,75.0,90.0,65,96.4,34.4
44,91.0,91.0,31,97.4,27.1
85,94.0,98.0,67,98.6,30.9
80,82.0,90.0,46,87.2,24.9
119,86.0,97.0,76,106.9,31.6
133,82.0,96.0,78,97.9,26.3
132,86.0,93.0,93,110.8,34.7
95,79.0,86.0,50,98.4,33.3
199,94.0,95.0,166,122.3,35.7
173,99.0,97.0,144,132.6,34.2
105,90.0,90.0,86,133.8,40.0
166,89.0,96.0,108,110.0,32.1
120,85.0,85.0,90,135.9,38.9
144,99.0,94.0,132,141.7,35.5
188,88.0,94.0,115,102.6,35.4
147,90.0,89.0,81,92.6,30.6
160,81.0,91.0,94,103.9,29.9
243,92.0,94.0,172,115.3,31.6
119,82.0,97.0,47,73.9,23.0
115,90.0,92.0,77,113.4,32.5
123,86.0,94.0,81,94.9,29.9
33,100.0,86.0,33,143.1,18.0
182,99.0,92.0,174,143.0,20.9
140,88.0,97.0,101,129.1,35.0
95,93.0,93.0,68,83.7,26.0
194,100.0,96.0,194,148.6,11.6
108,90.0,90.0,80,111.9,36.5
77,97.0,96.0,67,137.5,37.0
226,100.0,92.0,225,146.5,15.7
161,84.0,85.0,106,117.3,37.6
157,92.0,94.0,100,85.3,27.3
166,98.0,96.0,148,100.9,27.1
49,100.0,89.0,46,101.0,28.8
119,92.0,93.0,96,102.9,30.6
54,87.0,89.0,35,92.8,29.3
125,90.0,93.0,88,78.1,30.4
195,96.0,94.0,166,115.0,35.4
110,94.0,82.0,87,111.2,28.6
143,100.0,92.0,142,125.0,27.6
116,78.0,88.0,80,97.3,34.7
160,83.0,90.0,112,105.4,31.3
127,89.0,78.0,101,126.6,34.5
166,96.0,90.0,138,108.9,33.5
157,87.0,97.0,109,116.0,31.7
63,70.0,96.0,35,78.4,21.4
64,78.0,84.0,41,67.7,21.7
62,81.0,88.0,39,96.3,29.0
54,100.0,83.0,50,108.6,30.2
45,98.0,85.0,38,115.5,29.0
208,98.0,92.0,183,117.5,29.6
43,81.0,94.0,24,81.8,26.4
129,84.0,87.0,87,90.9,27.0
100,87.0,93.0,73,91.1,29.1
121,83.0,94.0,87,98.7,32.0
78,81.0,99.0,48,83.6,29.0
57,89.0,96.0,46,94.9,28.6
106,86.0,96.0,67,100.0,31.9
64,88.0,95.0,44,100.9,29.9
42,79.0,89.0,26,97.1,27.7
56,95.0,96.0,42,90.6,25.2
69,88.0,89.0,47,83.7,25.9
125,89.0,91.0,86,104.3,32.0
100,97.0,98.0,83,126.6,28.3
106,95.0,90.0,74,110.5,28.5
89,89.0,87.0,71,108.2,32.7
176,93.0,93.0,127,97.7,29.4
100,84.0,87.0,58,89.2,33.5
230,93.0,88.0,170,110.9,35.0
55,95.0,80.0,38,105.1,30.9
36,100.0,83.0,28,106.2,30.0
148,84.0,86.0,75,85.4,24.0
136,87.0,75.0,77,86.5,30.2
154,89.0,88.0,106,106.0,39.4
114,100.0,82.0,109,124.4,27.3
165,100.0,88.0,161,126.6,28.0
93,90.0,92.0,66,108.6,33.3
156,88.0,93.0,106,100.3,35.0
188,91.0,95.0,125,111.2,35.4
160,88.0,92.0,90,110.3,32.9
140,98.0,97.0,108,100.3,32.7
217,90.0,89.0,148,105.0,36.7
102,95.0,82.0,72,101.6,31.1
196,96.0,91.0,169,125.6,35.1
151,99.0,95.0,121,116.8,35.9
179,100.0,89.0,175,145.8,30.5
63,83.0,96.0,40,106.3,29.5
108,83.0,96.0,74,99.8,32.1
43,100.0,86.0,40,110.2,27.1
49,92.0,91.0,39,97.2,28.7
45,96.0,76.0,39,106.7,30.1
123,80.0,89.0,78,103.2,32.3
125,96.0,97.0,102,118.4,33.7
85,84.0,95.0,54,109.1,30.8
96,86.0,91.0,67,109.9,34.5
72,88.0,98.0,50,99.6,31.8
121,100.0,93.0,113,110.5,29.1
80,86.0,92.0,55,93.5,31.4
75,76.0,94.0,44,93.1,32.2
81,80.0,94.0,51,83.0,26.2
66,79.0,95.0,40,89.7,28.0
60,72.0,94.0,33,89.3,24.9
52,90.0,90.0,38,108.2,30.5
55,100.0,94.0,47,102.2,30.3
48,98.0,86.0,39,94.0,28.6
115,89.0,92.0,77,101.1,31.0
43,84.0,95.0,28,101.4,28.2
