nb_candidats_g,taux_de_reussite_g,taux_d_acces_6eme_3eme,nb_mentions_g,ips,ecart_type_de_l_ips
159,73.0,88.0,78,76.7,26.3
46,89.0,82.0,28,86.3,23.0
82,77.0,84.0,52,100.2,31.2
86,99.0,93.0,76,101.0,26.8
241,93.0,92.0,182,96.5,31.0
153,85.0,87.0,89,87.6,27.7
134,93.0,92.0,104,99.6,31.7
161,81.0,85.0,98,82.8,31.1
132,96.0,97.0,116,121.9,31.9
126,81.0,79.0,72,95.4,38.3
131,98.0,92.0,113,117.2,34.1
86,79.0,88.0,60,88.0,31.4
105,80.0,77.0,54,74.7,23.0
91,93.0,97.0,75,90.9,29.7
45,96.0,95.0,40,99.0,30.1
141,93.0,94.0,103,112.0,35.5
145,95.0,97.0,116,100.2,31.4
136,95.0,93.0,108,102.6,35.5
137,91.0,81.0,104,105.6,43.1
122,92.0,96.0,97,116.5,35.5
178,93.0,92.0,129,93.5,33.9
90,99.0,86.0,82,121.8,27.6
96,95.0,97.0,81,114.3,32.7
94,100.0,92.0,93,121.5,29.1
105,80.0,84.0,61,74.8,22.1
96,96.0,94.0,77,103.9,33.3
139,86.0,96.0,83,83.6,29.2
56,100.0,91.0,53,110.9,33.6
102,96.0,94.0,85,89.6,32.2
159,92.0,94.0,122,108.0,34.1
92,89.0,89.0,65,91.0,30.4
118,97.0,97.0,102,107.7,32.3
61,97.0,95.0,49,93.0,29.8
107,96.0,93.0,90,92.7,32.6
146,71.0,88.0,68,67.5,19.4
102,79.0,89.0,55,75.4,20.6
89,100.0,95.0,85,107.6,30.9
154,90.0,96.0,123,113.2,31.8
181,91.0,89.0,117,71.4,21.0
97,85.0,91.0,69,112.5,42.9
169,80.0,84.0,98,84.6,30.6
183,99.0,92.0,174,135.4,26.2
140,100.0,94.0,138,138.7,22.0
80,96.0,90.0,74,119.4,33.3
33,97.0,76.0,29,118.3,28.5
81,100.0,89.0,80,131.1,30.2
153,89.0,84.0,115,92.5,36.4
104,78.0,91.0,58,95.0,36.3
145,92.0,95.0,116,110.1,37.0
151,93.0,97.0,126,119.1,33.1
134,78.0,87.0,72,76.7,25.0
118,76.0,89.0,67,80.6,28.1
109,92.0,91.0,81,112.0,28.5
187,77.0,79.0,82,84.4,30.6
140,90.0,91.0,100,89.3,28.2
77,82.0,86.0,52,98.9,35.8
103,94.0,90.0,83,107.7,38.4
161,76.0,91.0,88,74.2,23.8
192,94.0,93.0,165,139.4,33.5
80,84.0,89.0,60,106.5,41.5
231,95.0,81.0,202,128.9,27.6
294,100.0,94.0,289,133.0,28.0
205,100.0,95.0,201,133.4,25.8
267,99.0,93.0,247,127.9,28.4
164,100.0,94.0,159,131.4,26.9
94,89.0,86.0,68,111.3,35.6
86,90.0,91.0,67,115.5,31.4
53,100.0,94.0,52,122.1,28.9
74,82.0,94.0,49,89.0,31.6
46,83.0,93.0,21,89.0,28.0
165,95.0,91.0,126,98.8,33.8
153,88.0,96.0,100,105.4,33.8
99,93.0,87.0,75,102.2,33.1
111,96.0,89.0,98,115.9,28.9
99,96.0,94.0,86,96.6,27.1
76,95.0,100.0,57,93.1,28.1
55,93.0,100.0,43,105.7,29.6
74,82.0,89.0,36,73.5,23.3
91,95.0,92.0,75,102.6,31.2
121,95.0,93.0,87,104.7,30.6
90,98.0,95.0,83,103.8,30.5
106,65.0,83.0,50,85.4,30.8
183,93.0,93.0,130,101.7,37.0
99,93.0,89.0,78,93.2,29.7
80,88.0,90.0,51,97.3,28.3
110,91.0,94.0,81,97.4,26.6
108,96.0,96.0,86,102.2,30.4
78,87.0,94.0,55,91.8,30.4
147,97.0,89.0,113,94.4,30.5
171,83.0,93.0,103,96.1,29.1
69,94.0,100.0,52,102.7,26.7
57,91.0,91.0,41,102.2,26.5
69,100.0,98.0,60,96.5,32.3
102,90.0,83.0,76,116.2,36.3
38,100.0,91.0,29,94.9,32.7
83,76.0,85.0,48,90.5,36.1
92,74.0,86.0,45,79.4,28.7
76,79.0,82.0,36,78.0,24.6
94,84.0,90.0,59,81.3,24.6
96,97.0,91.0,81,106.7,30.2
91,95.0,92.0,72,109.1,39.8
46,89.0,89.0,37,89.7,29.9
81,95.0,92.0,64,102.2,30.5
94,93.0,96.0,78,111.6,31.9
108,94.0,84.0,80,108.4,32.2
114,100.0,97.0,107,119.1,25.9
32,100.0,64.0,26,102.9,22.3
119,96.0,86.0,100,115.5,34.9
112,89.0,89.0,82,112.7,36.5
127,93.0,94.0,98,105.1,30.1
149,87.0,89.0,102,93.8,35.3
136,90.0,95.0,106,111.9,34.7
75,85.0,84.0,55,101.9,30.8
133,93.0,90.0,106,109.8,31.9
142,85.0,91.0,97,107.9,32.1
136,90.0,96.0,97,101.8,33.0
115,72.0,89.0,70,96.4,35.6
147,85.0,95.0,97,106.9,34.7
250,72.0,87.0,132,82.8,27.2
87,100.0,84.0,81,111.0,29.6
139,99.0,88.0,123,131.1,29.5
214,84.0,90.0,143,106.0,34.4
96,85.0,96.0,73,118.3,42.4
93,82.0,93.0,59,105.6,40.6
72,82.0,94.0,47,95.4,34.8
117,85.0,94.0,81,116.5,41.6
80,90.0,90.0,62,125.8,40.8
138,100.0,96.0,137,145.9,32.8
111,94.0,90.0,97,137.2,38.8
107,92.0,91.0,79,118.3,40.2
105,99.0,92.0,96,134.5,40.2
132,81.0,88.0,82,105.1,39.2
109,98.0,89.0,95,132.6,36.8
108,98.0,88.0,102,130.5,40.0
148,99.0,95.0,135,139.4,32.8
172,95.0,91.0,153,139.8,37.5
106,90.0,95.0,85,127.1,41.0
108,95.0,89.0,92,118.6,39.4
147,97.0,90.0,124,140.4,34.8
95,86.0,84.0,68,102.2,38.5
111,95.0,90.0,83,117.4,39.8
135,87.0,88.0,88,106.1,37.2
265,99.0,94.0,254,149.3,13.5
172,100.0,97.0,172,145.4,16.7
119,100.0,88.0,118,134.0,28.4
78,100.0,84.0,78,141.7,19.5
146,100.0,80.0,145,146.1,16.2
166,100.0,92.0,160,143.3,20.4
89,96.0,87.0,78,140.9,23.3
244,100.0,93.0,232,143.5,20.3
92,84.0,91.0,64,114.2,40.9
165,99.0,91.0,152,122.8,31.4
136,95.0,91.0,107,108.8,35.5
96,89.0,87.0,66,99.4,38.6
93,95.0,96.0,74,92.8,33.6
119,100.0,96.0,112,130.7,27.4
80,100.0,76.0,80,138.5,25.2
73,100.0,98.0,64,135.9,36.4
127,90.0,86.0,97,98.3,38.3
86,80.0,79.0,53,85.5,37.1
71,96.0,96.0,55,99.5,30.8
162,82.0,92.0,108,96.4,32.4
97,79.0,89.0,52,96.6,33.0
104,96.0,84.0,82,96.5,26.5
168,82.0,90.0,113,101.3,38.2
88,94.0,92.0,67,114.9,40.9
84,92.0,85.0,58,87.2,27.6
49,86.0,93.0,29,74.7,24.3
79,85.0,91.0,39,90.3,28.8
157,99.0,85.0,151,122.2,28.3
106,88.0,87.0,65,85.6,28.9
119,81.0,81.0,77,81.7,30.0
155,85.0,89.0,104,93.0,28.8
89,82.0,89.0,54,100.2,36.4
98,80.0,81.0,51,76.1,23.6
124,82.0,97.0,82,98.2,30.6
57,74.0,94.0,30,82.7,23.4
60,88.0,94.0,46,72.0,20.3
55,91.0,93.0,44,105.3,29.7
129,93.0,94.0,99,100.0,31.4
68,88.0,89.0,38,89.9,26.7
69,91.0,89.0,49,94.7,34.0
201,99.0,97.0,168,118.8,27.6
272,99.0,93.0,233,133.3,30.6
126,95.0,94.0,98,133.4,35.5
75,91.0,91.0,56,102.6,31.6
74,95.0,86.0,42,81.3,25.4
154,99.0,93.0,127,119.5,33.1
84,80.0,95.0,47,99.8,28.2
82,88.0,95.0,50,102.1,27.4
222,98.0,92.0,201,130.2,39.1
78,99.0,93.0,59,91.0,29.0
88,100.0,91.0,86,132.3,26.1
104,100.0,91.0,93,124.0,28.9
53,96.0,85.0,42,129.7,27.6
47,94.0,90.0,28,132.4,30.2
202,92.0,91.0,146,96.2,32.5
151,92.0,98.0,124,102.9,31.3
108,96.0,94.0,75,105.4,30.2
171,82.0,90.0,101,84.0,25.0
114,85.0,95.0,80,99.5,28.6
142,93.0,94.0,104,88.8,31.6
130,91.0,95.0,85,111.7,31.3
156,94.0,95.0,109,99.1,30.9
95,87.0,91.0,56,98.3,30.5
124,91.0,93.0,90,105.2,32.9
51,92.0,95.0,36,99.9,27.6
158,99.0,95.0,129,134.2,30.8
78,96.0,98.0,63,129.8,26.8
129,78.0,95.0,80,110.1,33.8
62,79.0,96.0,45,97.7,30.0
78,99.0,88.0,68,118.5,28.9
81,98.0,83.0,70,114.2,27.9
168,98.0,97.0,156,118.0,27.0
162,100.0,88.0,160,137.4,26.5
114,91.0,86.0,88,108.9,29.6
102,91.0,92.0,75,106.5,29.0
127,87.0,92.0,96,117.7,38.1
118,64.0,90.0,63,89.6,30.4
66,85.0,88.0,36,99.7,36.9
99,90.0,92.0,73,101.2,30.7
86,83.0,95.0,54,107.5,28.7
171,97.0,81.0,142,122.2,33.5
153,90.0,90.0,115,112.6,31.8
83,78.0,89.0,49,70.9,21.8
115,83.0,97.0,68,93.3,29.9
84,85.0,98.0,54,90.1,30.1
70,90.0,88.0,49,86.9,29.6
45,96.0,95.0,33,85.1,24.3
79,94.0,95.0,64,104.7,32.6
122,85.0,89.0,78,75.0,25.3
41,98.0,70.0,38,109.1,25.9
86,69.0,86.0,40,65.7,16.6
87,79.0,81.0,56,86.5,28.1
64,97.0,94.0,48,89.1,29.3
126,83.0,92.0,82,91.3,30.9
71,85.0,88.0,43,84.1,29.4
99,90.0,88.0,77,84.3,31.3
162,70.0,86.0,82,91.6,29.4
64,86.0,97.0,34,76.7,26.3
31,97.0,93.0,21,94.9,30.3
127,93.0,93.0,102,107.7,32.2
31,97.0,75.0,25,107.8,29.7
89,90.0,93.0,63,84.3,28.2
59,100.0,82.0,52,114.2,30.2
72,89.0,97.0,55,99.8,31.2
142,89.0,92.0,100,108.5,32.1
151,94.0,87.0,112,105.1,32.8
60,97.0,90.0,44,108.2,32.2
67,97.0,99.0,51,98.9,28.2
93,88.0,73.0,50,74.5,23.2
175,98.0,93.0,134,114.0,31.5
166,84.0,88.0,88,88.6,28.7
149,87.0,91.0,100,104.9,32.6
107,93.0,89.0,72,99.9,34.0
143,75.0,78.0,66,66.4,20.9
147,95.0,94.0,120,99.8,32.0
104,92.0,89.0,61,81.1,24.0
200,86.0,91.0,119,84.3,27.1
85,100.0,91.0,83,133.2,27.2
172,97.0,92.0,142,117.4,34.9
153,97.0,85.0,122,115.4,33.2
107,93.0,99.0,70,108.9,33.6
100,99.0,91.0,86,108.2,31.9
191,98.0,94.0,176,142.9,31.2
134,96.0,98.0,110,112.4,32.8
50,92.0,87.0,39,107.0,32.2
83,83.0,89.0,53,104.5,29.7
34,88.0,93.0,23,106.7,32.4
62,97.0,90.0,53,104.7,30.9
105,92.0,92.0,75,107.4,31.6
114,98.0,91.0,92,103.4,27.2
165,100.0,91.0,154,112.3,28.4
179,98.0,92.0,154,108.6,25.3
115,92.0,87.0,91,100.2,33.0
164,95.0,87.0,144,115.4,27.8
34,97.0,90.0,31,101.7,21.5
50,70.0,93.0,28,84.4,28.1
92,76.0,95.0,54,94.9,31.9
64,69.0,86.0,36,66.7,16.7
61,77.0,78.0,29,82.4,27.9
87,100.0,94.0,86,120.7,26.6
112,74.0,94.0,68,98.6,30.0
67,64.0,94.0,36,94.8,29.8
78,94.0,76.0,57,106.8,27.9
139,84.0,88.0,83,93.1,33.2
203,91.0,94.0,151,107.0,35.9
149,88.0,96.0,102,104.0,29.4
115,80.0,94.0,72,108.4,32.6
31,94.0,75.0,26,108.0,29.5
90,90.0,72.0,70,101.4,27.1
164,88.0,93.0,116,105.7,34.3
106,86.0,90.0,78,98.7,29.1
148,74.0,96.0,71,94.7,30.7
119,63.0,93.0,61,86.0,27.8
100,98.0,89.0,92,125.2,29.6
148,99.0,87.0,139,121.6,27.5
87,98.0,93.0,72,111.4,30.2
93,84.0,89.0,61,88.5,31.7
204,86.0,94.0,149,95.2,32.3
66,98.0,92.0,52,105.7,31.7
33,97.0,95.0,25,107.4,30.2
152,93.0,91.0,115,108.2,34.0
133,96.0,94.0,100,105.1,24.8
102,99.0,92.0,91,98.4,34.3
113,78.0,93.0,55,94.9,32.8
61,82.0,89.0,32,83.5,27.9
174,95.0,97.0,135,123.6,33.7
214,90.0,89.0,156,106.0,32.2
80,86.0,87.0,49,71.5,17.9
118,82.0,88.0,67,77.9,26.5
89,100.0,92.0,89,126.2,27.4
50,88.0,85.0,20,75.1,23.6
93,100.0,97.0,93,134.9,27.9
149,97.0,90.0,112,116.5,35.4
106,86.0,78.0,62,120.9,35.1
113,87.0,87.0,67,65.1,16.4
146,84.0,92.0,98,112.0,34.7
85,87.0,84.0,49,59.6,15.4
136,93.0,97.0,109,111.2,34.2
150,79.0,90.0,85,89.2,29.5
135,80.0,88.0,75,99.6,31.2
134,82.0,87.0,64,72.8,19.6
96,98.0,87.0,83,112.1,44.5
190,89.0,92.0,139,110.7,33.8
106,94.0,90.0,80,120.5,37.3
90,78.0,87.0,53,86.1,27.8
119,88.0,92.0,68,84.3,31.5
185,83.0,92.0,110,97.8,34.1
198,86.0,93.0,127,98.6,29.8
183,90.0,93.0,140,117.3,32.7
146,100.0,95.0,139,135.6,26.0
233,95.0,99.0,172,109.0,32.3
90,100.0,94.0,86,131.4,25.3
223,100.0,95.0,208,129.7,29.2
139,100.0,88.0,134,135.1,27.7
170,100.0,88.0,169,141.1,22.7
117,98.0,96.0,111,127.4,29.2
83,100.0,90.0,83,135.7,26.4
158,88.0,95.0,112,125.8,33.8
143,97.0,95.0,124,114.7,33.8
132,91.0,92.0,95,102.5,30.3
164,86.0,94.0,95,107.4,33.6
115,95.0,99.0,80,117.7,32.6
37,95.0,96.0,25,97.4,28.2
187,99.0,91.0,170,121.2,34.2
123,93.0,96.0,91,109.9,30.9
77,96.0,93.0,58,111.1,26.9
149,97.0,96.0,135,113.4,34.7
122,89.0,97.0,85,107.6,31.0
73,97.0,88.0,57,111.6,30.5
178,91.0,95.0,129,100.7,33.5
161,97.0,96.0,128,112.4,28.3
57,86.0,79.0,37,92.0,30.3
85,94.0,85.0,71,115.8,35.1
66,100.0,86.0,62,112.9,27.8
41,100.0,87.0,30,91.5,30.2
43,65.0,89.0,19,64.1,18.8
33,85.0,92.0,23,88.8,27.5
92,95.0,91.0,72,112.3,33.9
47,89.0,84.0,33,89.4,26.4
90,94.0,93.0,69,104.3,30.2
94,89.0,84.0,63,83.9,27.7
178,100.0,83.0,159,122.8,29.9
111,96.0,84.0,89,121.3,25.8
58,93.0,91.0,44,108.2,34.1
64,92.0,94.0,49,100.4,27.8
105,83.0,91.0,59,99.0,26.4
105,92.0,94.0,82,99.9,33.5
52,83.0,91.0,32,94.7,26.3
125,91.0,96.0,97,107.2,29.0
54,69.0,96.0,23,93.9,28.6
81,90.0,93.0,58,101.7,28.5
121,94.0,91.0,91,99.2,29.7
52,98.0,96.0,45,98.3,27.5
63,92.0,88.0,49,104.8,33.8
59,98.0,69.0,56,125.0,33.3
103,91.0,88.0,77,97.3,29.9
215,99.0,97.0,193,119.4,34.6
113,80.0,92.0,71,108.9,28.1
113,95.0,89.0,92,104.9,33.4
115,87.0,92.0,77,103.9,38.3
154,91.0,92.0,122,111.1,31.9
71,92.0,91.0,55,101.0,26.8
121,89.0,97.0,92,89.7,26.7
82,84.0,98.0,53,103.0,32.9
128,91.0,94.0,85,75.4,25.6
158,90.0,88.0,113,111.7,34.3
98,83.0,84.0,62,83.7,31.1
82,91.0,93.0,52,99.0,28.9
53,87.0,95.0,33,95.5,24.4
102,87.0,91.0,64,103.2,37.8
73,96.0,96.0,55,97.3,26.5
134,93.0,91.0,96,98.9,33.6
51,84.0,85.0,23,100.1,30.2
118,97.0,82.0,99,126.8,26.9
32,97.0,69.0,24,105.1,26.0
85,76.0,88.0,42,72.7,20.2
77,94.0,90.0,56,101.6,29.6
47,96.0,100.0,33,105.0,25.4
150,96.0,96.0,122,113.2,31.7
58,93.0,100.0,42,105.6,29.4
97,99.0,94.0,88,119.6,33.3
30,90.0,86.0,15,99.7,24.8
42,93.0,90.0,31,71.0,19.6
75,96.0,95.0,61,110.1,33.4
132,91.0,94.0,98,103.3,31.9
67,100.0,90.0,54,93.0,32.6
39,92.0,84.0,29,103.8,32.1
56,93.0,100.0,42,98.1,31.4
106,96.0,86.0,93,103.5,36.2
50,94.0,90.0,39,95.7,26.9
208,97.0,91.0,182,110.7,29.2
36,97.0,90.0,27,92.7,18.7
46,96.0,73.0,36,120.8,28.2
72,81.0,80.0,45,106.8,27.9
125,97.0,84.0,103,108.2,42.3
78,100.0,91.0,69,121.7,34.7
64,95.0,87.0,46,108.9,30.4
108,88.0,95.0,83,104.7,30.4
51,96.0,92.0,41,93.8,26.2
41,98.0,80.0,31,97.5,25.7
34,97.0,97.0,24,92.9,29.6
59,86.0,93.0,41,96.3,27.6
151,98.0,89.0,131,105.7,25.3
143,99.0,82.0,130,127.5,29.2
40,100.0,82.0,40,125.7,30.7
40,82.0,96.0,24,103.6,30.7
45,93.0,90.0,33,100.4,21.7
42,95.0,94.0,35,105.3,27.2
128,79.0,93.0,80,100.4,34.2
35,94.0,92.0,32,94.5,27.8
40,100.0,89.0,35,96.2,27.6
83,89.0,94.0,59,97.6,28.6
182,80.0,87.0,104,100.6,28.7
83,88.0,94.0,60,98.2,29.6
70,91.0,91.0,52,94.9,27.0
109,90.0,88.0,79,94.4,32.5
73,88.0,90.0,50,98.6,30.5
65,92.0,89.0,53,92.0,29.9
111,74.0,90.0,57,79.4,27.0
49,96.0,100.0,39,103.9,34.3
93,95.0,96.0,74,96.9,32.1
85,92.0,96.0,65,108.9,32.2
160,77.0,94.0,92,79.5,28.8
41,90.0,91.0,27,99.8,24.7
37,100.0,87.0,31,96.4,22.1
144,74.0,91.0,74,93.3,36.5
124,94.0,85.0,98,105.3,39.6
64,92.0,93.0,46,86.8,30.2
115,96.0,94.0,97,111.9,37.3
121,97.0,96.0,92,114.0,31.9
63,89.0,83.0,47,103.9,31.2
59,95.0,97.0,44,106.2,31.7
166,90.0,94.0,120,106.5,35.2
124,95.0,90.0,89,109.6,27.7
81,94.0,74.0,63,103.1,22.7
109,83.0,84.0,61,84.9,35.0
169,82.0,94.0,106,88.4,34.9
149,82.0,91.0,93,93.4,33.5
84,92.0,80.0,62,113.2,27.6
98,93.0,95.0,68,112.9,33.9
107,76.0,87.0,48,95.2,34.4
149,78.0,89.0,91,100.3,37.6
118,100.0,82.0,111,125.0,30.1
128,86.0,95.0,83,96.2,32.5
148,93.0,93.0,105,101.2,30.2
109,85.0,92.0,75,96.3,27.3
113,77.0,95.0,75,100.4,31.3
77,84.0,97.0,52,100.7,28.5
82,91.0,89.0,55,78.5,27.1
112,77.0,93.0,61,83.7,26.6
129,95.0,95.0,100,109.1,32.5
84,99.0,90.0,73,118.8,28.2
143,86.0,96.0,102,100.2,27.5
113,82.0,94.0,67,97.1,25.3
60,73.0,93.0,29,82.4,32.3
84,79.0,90.0,47,84.7,25.7
145,82.0,92.0,86,93.1,30.3
126,79.0,91.0,76,99.4,33.7
123,86.0,87.0,79,96.9,29.3
71,96.0,88.0,49,98.1,28.8
39,100.0,93.0,31,76.0,24.1
138,84.0,93.0,93,98.4,34.5
215,94.0,96.0,174,110.6,31.4
69,80.0,85.0,47,99.8,31.1
61,98.0,91.0,52,107.5,27.6
123,100.0,93.0,113,109.6,25.8
53,100.0,90.0,50,129.5,27.3
58,83.0,90.0,39,104.1,28.3
54,96.0,88.0,44,110.0,28.7
69,100.0,94.0,60,98.8,27.2
56,95.0,80.0,42,88.9,29.5
115,99.0,93.0,109,105.6,40.0
69,91.0,87.0,59,101.2,27.8
32,100.0,84.0,31,115.1,26.5
94,94.0,94.0,80,124.5,34.7
102,97.0,92.0,88,103.0,37.2
216,100.0,88.0,204,108.5,31.3
141,99.0,93.0,130,117.3,25.6
106,98.0,96.0,82,111.3,26.7
78,86.0,95.0,61,91.8,26.3
127,90.0,88.0,99,99.6,31.3
146,92.0,97.0,116,108.3,31.4
81,83.0,91.0,51,98.3,28.1
122,65.0,83.0,48,78.9,24.9
42,100.0,86.0,40,111.0,28.4
191,100.0,90.0,185,117.2,28.9
102,96.0,87.0,91,116.0,28.0
114,81.0,79.0,71,99.8,39.5
111,86.0,86.0,76,78.8,24.9
96,84.0,82.0,67,83.1,29.9
112,84.0,90.0,67,86.5,32.5
122,88.0,88.0,82,95.7,34.2
155,94.0,94.0,121,107.6,32.7
39,100.0,86.0,34,110.8,26.7
184,85.0,94.0,125,104.9,32.5
96,92.0,94.0,67,104.0,31.2
143,90.0,95.0,106,116.7,33.5
133,92.0,94.0,90,104.3,32.7
133,92.0,92.0,101,117.7,33.0
105,94.0,95.0,80,108.7,31.0
40,98.0,91.0,35,102.6,33.4
47,96.0,97.0,40,114.0,31.9
47,91.0,96.0,30,95.9,28.5
155,86.0,95.0,109,117.3,31.4
132,92.0,90.0,89,101.2,30.8
107,95.0,94.0,77,111.3,31.6
178,95.0,96.0,156,128.2,34.2
179,90.0,94.0,120,106.2,32.8
109,85.0,81.0,71,100.0,39.6
288,88.0,93.0,210,111.0,39.6
115,99.0,94.0,105,131.4,28.2
105,99.0,92.0,94,118.3,26.6
58,100.0,83.0,54,119.3,30.4
82,100.0,98.0,77,130.4,28.5
174,89.0,92.0,122,92.0,32.9
77,74.0,88.0,37,87.5,30.9
87,83.0,83.0,61,99.0,42.8
34,97.0,75.0,25,137.3,30.9
76,84.0,92.0,50,119.3,40.6
86,86.0,78.0,56,74.6,22.3
180,93.0,92.0,149,134.0,41.5
167,87.0,95.0,116,123.5,33.1
133,100.0,91.0,132,142.0,23.2
143,97.0,95.0,124,125.7,36.8
228,94.0,98.0,182,122.9,35.8
191,85.0,92.0,138,130.9,39.2
118,94.0,96.0,87,129.5,33.2
171,91.0,96.0,130,116.3,35.6
156,94.0,95.0,133,112.2,33.0
150,95.0,98.0,128,129.3,35.3
119,95.0,96.0,98,137.8,32.4
56,89.0,72.0,35,114.0,30.8
64,97.0,97.0,56,109.3,32.0
95,98.0,96.0,72,122.9,34.8
67,96.0,95.0,56,98.3,31.8
85,89.0,93.0,65,109.3,32.1
51,94.0,86.0,43,105.3,30.4
32,91.0,95.0,25,99.0,29.0
102,89.0,96.0,73,124.7,32.3
115,98.0,93.0,108,109.4,30.0
126,90.0,98.0,90,106.9,32.1
136,89.0,92.0,95,105.3,29.5
120,92.0,89.0,100,116.6,34.7
148,82.0,92.0,96,97.8,32.3
60,80.0,89.0,36,94.2,27.1
131,85.0,90.0,74,74.0,25.2
97,90.0,91.0,74,105.6,37.6
209,93.0,92.0,183,142.0,33.8
108,98.0,88.0,90,124.5,28.7
171,100.0,93.0,167,127.1,26.7
147,99.0,92.0,134,133.9,26.6
67,97.0,89.0,51,106.4,28.7
194,90.0,93.0,147,126.8,35.9
50,94.0,84.0,42,85.5,33.3
148,86.0,97.0,89,91.8,27.6
174,99.0,92.0,136,119.0,32.0
158,87.0,89.0,121,108.1,31.9
125,91.0,90.0,98,108.2,37.8
122,70.0,80.0,58,92.9,34.2
143,91.0,96.0,109,92.7,32.7
151,93.0,97.0,111,100.2,30.6
124,85.0,93.0,80,100.4,31.4
248,98.0,95.0,228,139.1,23.0
193,93.0,94.0,159,109.8,31.4
138,91.0,97.0,104,112.1,31.3
93,90.0,96.0,75,126.1,31.1
185,95.0,95.0,158,133.4,34.7
146,92.0,93.0,114,114.4,31.2
147,84.0,92.0,98,101.5,31.6
71,89.0,99.0,48,95.1,31.5
77,84.0,95.0,42,92.9,30.1
47,96.0,85.0,42,99.2,30.7
102,86.0,78.0,75,103.8,41.4
123,83.0,83.0,80,104.3,38.5
179,90.0,95.0,136,121.3,35.3
194,81.0,95.0,127,101.5,32.1
113,86.0,93.0,81,82.8,27.9
95,93.0,92.0,79,109.9,32.7
202,97.0,96.0,179,127.3,33.8
148,89.0,86.0,98,94.7,33.7
62,100.0,92.0,61,134.6,26.4
82,95.0,92.0,63,98.0,28.7
125,99.0,89.0,113,103.4,43.8
40,90.0,86.0,27,95.0,27.9
139,91.0,95.0,111,108.0,33.0
157,99.0,93.0,142,111.7,31.0
98,99.0,91.0,87,120.3,29.0
38,95.0,81.0,30,95.4,20.8
151,100.0,93.0,142,123.3,29.3
63,100.0,96.0,56,103.2,25.5
161,99.0,94.0,151,115.2,29.0
134,99.0,93.0,130,112.4,27.9
83,95.0,98.0,73,105.3,27.3
77,73.0,84.0,43,84.0,40.0
137,83.0,85.0,84,90.4,35.9
98,93.0,92.0,78,93.4,31.7
107,88.0,96.0,76,96.5,31.7
164,86.0,97.0,126,122.3,35.6
137,87.0,89.0,100,109.3,40.6
110,100.0,90.0,104,114.6,33.6
194,100.0,88.0,188,136.3,26.7
37,92.0,84.0,27,94.6,23.3
85,96.0,95.0,76,121.2,34.8
118,83.0,90.0,79,98.6,31.9
47,94.0,85.0,36,101.8,24.7
76,80.0,80.0,51,95.7,33.3
38,95.0,88.0,28,111.4,29.9
91,80.0,97.0,47,96.5,29.7
40,95.0,92.0,26,92.9,25.5
43,98.0,95.0,36,94.5,27.6
128,96.0,94.0,106,110.2,31.9
103,83.0,85.0,63,93.2,38.1
118,91.0,78.0,89,111.5,41.1
34,94.0,95.0,19,98.8,28.5
145,99.0,93.0,137,135.6,32.1
117,99.0,88.0,93,126.5,29.8
93,98.0,88.0,73,117.7,37.9
155,84.0,98.0,104,105.4,31.0
148,89.0,92.0,111,100.3,35.9
100,89.0,78.0,62,91.4,32.7
112,100.0,93.0,110,134.0,30.1
144,92.0,95.0,119,108.3,32.7
151,83.0,92.0,93,96.0,34.4
144,100.0,92.0,143,129.4,28.8
145,99.0,92.0,136,115.4,27.2
64,98.0,96.0,56,111.1,27.1
109,100.0,93.0,105,135.5,27.2
189,85.0,97.0,127,119.0,34.1
53,98.0,100.0,47,102.2,27.9
44,84.0,93.0,31,97.3,26.2
69,97.0,92.0,55,103.0,30.7
103,75.0,91.0,57,88.0,30.6
97,93.0,91.0,76,95.2,32.8
90,82.0,94.0,62,93.3,26.9
117,88.0,91.0,90,100.4,33.4
84,86.0,95.0,64,104.4,32.1
67,93.0,98.0,51,102.2,30.2
142,94.0,89.0,112,105.1,28.9
114,89.0,95.0,80,99.5,32.1
79,97.0,79.0,69,120.2,27.5
170,84.0,97.0,111,100.0,33.0
38,95.0,77.0,25,109.7,25.1
52,98.0,98.0,46,102.7,30.9
102,74.0,72.0,55,78.8,29.2
106,100.0,92.0,102,124.8,25.9
91,98.0,91.0,82,114.4,28.1
38,84.0,94.0,28,103.8,24.6
103,95.0,97.0,91,103.2,30.3
43,98.0,99.0,36,99.3,32.1
97,86.0,89.0,66,88.1,30.9
225,93.0,94.0,172,102.7,32.5
157,93.0,95.0,120,99.0,32.8
84,100.0,96.0,79,102.7,24.9
51,90.0,78.0,35,93.3,25.0
82,76.0,84.0,52,82.1,26.5
117,97.0,95.0,92,92.5,29.6
90,83.0,94.0,55,88.2,28.2
124,90.0,96.0,81,97.1,28.8
99,69.0,95.0,45,92.0,27.9
151,78.0,88.0,95,95.6,36.7
94,98.0,90.0,79,119.8,28.2
156,87.0,94.0,113,110.2,31.7
118,89.0,92.0,83,84.2,30.6
115,88.0,89.0,74,92.2,32.1
106,83.0,93.0,76,105.5,28.6
47,91.0,96.0,36,106.5,30.9
52,85.0,89.0,32,99.5,24.4
121,92.0,94.0,78,103.3,29.3
53,91.0,93.0,35,93.1,26.9
176,99.0,90.0,147,119.7,28.1
136,88.0,95.0,107,103.5,27.1
122,87.0,94.0,93,86.8,34.5
116,94.0,92.0,74,91.1,31.3
85,91.0,89.0,67,103.3,33.3
